Канал;Дата;Тематика;Текст;Посилання
@bucha_city;2026-02-07 14:10;🏗️ Інфраструктура;🍲 Жителі Бучанської громади можуть отримати безкоштовні гарячі обіди від автономного потягу-кухні. Потяг-куня працює завдяки підтримці «Укрзалізниці» під керівництвом Олександра Перцовського та Фундації Говарда Г. Баффета. Команда фахівців щодня готу...;https://t.me/bucha_city/43775
@bucha_city;2026-02-06 16:11;👐 Реабілітація;❗️Збір на лікування для бучанки: Катерина Кравцова потребує нашої підтримки. Катерина родом із Луганщини. Після початку повномасштабного вторгнення вона знайшла свій новий дім у Бучі. Працює медичною сестрою Бучанського центру первинної медико-саніта...;https://t.me/bucha_city/43747
@bucha_city;2026-02-06 12:59;🏗️ Інфраструктура;У ЗМІ шириться інформація щодо смерті у Ворзелі на 83-му році життя кінооператора Національної кіностудії художніх фільмів імені Олександра Довженка Павла Михайловича Лойка. Павло Лойко народився 8 липня 1943 року. Упродовж багатьох років працював на...;https://t.me/bucha_city/43744
@bucha_city;2026-02-04 18:47;👐 Реабілітація;💪 Гордість Бучанської громади: Валентин Олексієнко з Ворзеля підкорив паркет всеукраїнського турніру UKR DANCE CUP у Львові! На велику сцену зі спортивно-бальних танців 29-річний ветеран війни вийшов разом із партнеркою Дар’єю Білоус. Виступ Валентин...;https://t.me/bucha_city/43696
@bucha_city;2026-02-04 15:09;👐 Реабілітація;✨🎨У Бучанському Центрі життєстійкості відбулося заняття з нейрографіки – практики, яка допомагає зупинитись, почути себе та відновити внутрішній баланс. Ці зустрічі – про вивільнення негативних емоцій та підтримку у непрості часи. Навіть ті, хто ніко...;https://t.me/bucha_city/43682
@bucha_city;2026-02-03 18:50;🤝 Загальна безбар'єрність;🏆 Педагог із Бучі – у фіналі національної премії Physical Education Teacher Award 2025! Учитель фізичної культури Бучанського ліцею №9 Олексій Карабут став одним із найкращих педагогів країни. Олексій успішно подолав відбірковий етап і тепер представ...;https://t.me/bucha_city/43663
@bucha_city;2026-02-02 13:45;👐 Реабілітація;🌱 У Бучі проходитимуть тілесно-орієнтовані практики цвяхостояння – відкрито запис на лютий. Центр життєстійкості запрошує всіх охочих на індивідуальну глибоку роботу з тілом і психікою, що сприяє розвитку внутрішньої рівноваги та ресурсності. Практик...;https://t.me/bucha_city/43610
@bucha_city;2026-02-01 10:50;👐 Реабілітація;У Бучі проходять арт-терапевтичні заняття для дітей, які допомагають малечі розвивати впевненість у собі та емоційну стійкість. У Центрі життєстійкості діти мають простір, де через творчість і гру вони можуть: 🔸 м’яко проживати та опрацьовувати емоці...;https://t.me/bucha_city/43576
@bucha_city;2026-01-30 13:43;👐 Реабілітація;Бучанська громада увійшла до п’яти громад України, які відібрали для участі у пілотному проєкті Світового банку. Днями відбулася робоча нарада за участі Бучанського міського голови Анатолія Федорука з консультантами міжнародної інституції для обговор...;https://t.me/bucha_city/43514
@bucha_city;2026-01-30 08:25;🚌 Транспорт;Цифровізуємо Бучанську громаду — запустили мобільний застосунок MISTO. Тепер громада в смартфоні. Так, майже як у столиці. А подекуди — навіть зручніше 😉 Наразі в застосунку доступні сповіщення про повітряну тривогу, інтерактивна мапа укриттів і пунк...;https://t.me/bucha_city/43509
@bucha_city;2026-01-28 14:00;👐 Реабілітація;✨У Бучі відбудеться заняття з психологічної стійкості з елементами саунд-хілінгу. Центр життєстійкості запрошує на безкоштовну зустріч, що допоможе знизити рівень тривожності, відновити емоційний ресурс, покращити сон і концентрацію. Саунд-хілінг – ц...;https://t.me/bucha_city/43460
@bucha_city;2026-01-25 16:06;👐 Реабілітація;✨Простір для себе та внутрішньої сили: у Бучанському Центрі життєстійкості відбулося заняття з нейрографіки «Моя гармонія». У час, коли напруга й невизначеність стали частиною нашого життя, турбота про ментальне здоров’я стає необхідністю. Нейрографі...;https://t.me/bucha_city/43361
@bucha_city;2026-01-25 10:45;👐 Реабілітація;В Україні працює портал «Ветеран Pro» – державний ресурс, створений для підтримки ветеранів, ветеранок та їхніх родин. Платформа об’єднує найважливіші державні послуги в одному місці. Тут можна знайти інформацію про лікування та реабілітацію, пільги,...;https://t.me/bucha_city/43354
@bucha_city;2026-01-24 12:42;🏗️ Інфраструктура;Допомога для кожного: автономний потяг-кухня забезпечує гарячими обідами понад 500 жителів Бучанської громади. Потяг-кухня працює завдяки підтримці Укрзалізниці під керівництвом Олександра Перцовського та Фундації Говарда Г. Баффета. Протягом тижня к...;https://t.me/bucha_city/43328
@bucha_city;2026-01-22 12:15;👐 Реабілітація;🧘‍♀️Відновити внутрішній баланс та ресурс: у Бучі відбудеться заняття з нейрографіки «Моя гармонія». Ця м’яка та глибока практика допомагає знизити стрес, усвідомити власні емоції та віднайти внутрішню опору навіть у складні часи. Учасники навчаться ...;https://t.me/bucha_city/43265
@bucha_city;2026-01-21 13:01;👐 Реабілітація;🫂У Бучі працює мобільна бригада соціально-психологічної допомоги для осіб, які постраждали від домашнього або гендерно зумовленого насильства. До команди фахівців входять психолог та соціальний працівник. Їхня робота спрямована на комплексне вирішенн...;https://t.me/bucha_city/43230
@bucha_city;2026-01-19 17:56;🏗️ Інфраструктура;🍳Гарячі обіди для Бучанської громади: місцеві жителі отримали допомогу від автономного потяга-кухні. Потяг-кухня розпочав роботу за підтримки Укрзалізниці під керівництвом Олександра Перцовського та Фундації Говарда Г. Баффета. Це повністю автономний...;https://t.me/bucha_city/43169
@bucha_city;2026-01-19 09:00;🚌 Транспорт | 🏗️ Інфраструктура;🚖 Доступність для кожного: у Бучанській громаді працює послуга «Соціальне таксі». Щоденні справи, візит до лікаря чи установи не мають бути перешкодою. Саме тому у громаді діє послуга, яка допомагає безпечно та зручно дістатися до медичних, соціальни...;https://t.me/bucha_city/43160
@bucha_city;2026-01-15 14:35;👐 Реабілітація;👵👴Турбота про людей поважного віку: у Бучі працює простір підтримки, де допомагають впоратися з тривогами, стресом та інформаційним перевантаженням. Заняття з психологами для всіх охочих проходять у Центрі життєстійкості – це простір, де можна віднов...;https://t.me/bucha_city/43069
@bucha_city;2026-01-15 10:15;⚽ Спорт | 🤝 Загальна безбар'єрність;💪Ветерани можуть отримати 1 500 грн на підтримку фізичного та ментального здоров’я. Триває прийом заявок на участь у державній програмі «Ветеранський спорт». Це можливість отримати гроші для відновлення та підтримки здоров’я у зручному для вас формат...;https://t.me/bucha_city/43064
@bucha_city;2026-01-14 18:21;⚽ Спорт | 👐 Реабілітація;🏐У Бучі відбулося відкрите тренування та товариський матч із волейболу сидячи, що об’єднали ветеранів війни. На майданчику «Академії спорту» зустрілися дві команди – «Фенікс-Макарів» і команда ветеранів, яку очолює бучанець, ветеран війни Сергій Гурд...;https://t.me/bucha_city/43039
@bucha_city;2026-01-08 17:03;👐 Реабілітація;🫶Зміцнення внутрішньої сили через творчість: у Бучі відбулося особливе арттерапевтичне заняття для дітей. Заняття, що пройшло на базі Центру життєстійкості, допомогло малечі навчитися справлятися зі страхами та знаходити вихід із найскладніших ситуац...;https://t.me/bucha_city/42822
@bucha_city;2026-01-08 12:05;👐 Реабілітація;У Бучі стартує набір на серію тренінгових занять «Батьківство без стресу». Програма створена для мам і тат, які прагнуть побудувати гармонійні стосунки з дітьми, подолати емоційне виснаження та знайти впевненість у своїх батьківських рішеннях. Курс с...;https://t.me/bucha_city/42814
@bucha_city;2026-01-07 13:56;👐 Реабілітація;🫂У Бучі триває набір до групи підтримки для дружин військових. Ініціатива спрямована на покращення психоемоційного стану жінок, які щодня живуть в умовах тривоги за близьких та емоційного навантаження. Очікування, страх за чоловіка та відповідальніст...;https://t.me/bucha_city/42806
@bucha_city;2026-01-07 11:00;🏗️ Інфраструктура;Інклюзивний простір починається з кожного з нас 🤝 Коли ми говоримо про безбар’єрність, то часто уявляємо пандуси чи ліфти. Проте вона починається значно раніше – з мови, яку ми використовуємо, та з етики нашої взаємодії. Слова, які ми обираємо, мають...;https://t.me/bucha_city/42795
@bucha_city;2026-01-07 09:34;👐 Реабілітація;🫶Турбота там, де вона найбільше потрібна: фахівці Центру життєстійкості відвідали шелтер Святої Ольги. Під час візиту команда розповіла родинам про можливості Центру та групові програми, спрямовані на відновлення внутрішніх ресурсів, розвиток навичок...;https://t.me/bucha_city/42790
@bucha_city;2026-01-04 09:35;👐 Реабілітація;🗣️В Україні розпочалася програма відновлення «Зміцнені» – ініціатива, що покликана підтримати кожного, хто потребує реабілітації. Реабілітація є невід’ємною частиною повернення до повноцінного життя після травм, захворювань, операцій чи ампутацій. В ...;https://t.me/bucha_city/42706
@bucha_city;2026-01-03 09:45;👐 Реабілітація;У Центрі життєстійкості відкрито запис до груп психологічної підтримки. Тут працюють фахівці, які допомагають відновлювати внутрішній баланс, знаходити опору та розвивати життєстійкість. Групи і програм, що працюють для різних вікових категорій та по...;https://t.me/bucha_city/42685
@bucha_city;2026-01-02 14:17;🏗️ Інфраструктура;🩺 В Україні стартувала програма «Скринінг здоров’я» для людей від 40 років. Програма допомагає виявляти ризики хвороб на ранніх стадіях, або запобігати їх розвитку. Сервіс доступний через «Дію» без черг і зайвих документів. Для тих, хто не користуєть...;https://t.me/bucha_city/42666
@bucha_city;2026-01-02 09:16;🤝 Загальна безбар'єрність;👩‍🍼З 1 січня 2026 року в Україні збільшили дитячі виплати: 50 тисяч гривень можна отримати на першу та кожну наступну дитину. Про це повідомила перша заступниця міністра соціальної політики сім’ї та єдності України Людмила Шемелинець. Для оформлення ...;https://t.me/bucha_city/42650
@bilohorodka_official;2026-09-09 12:06;👐 Реабілітація;🫂 Підтримка мешканців Білогородської громади, які потребують додаткової уваги 📦 У понеділок, 7 вересня, у селі Білогородка відбулася видача продуктових наборів для наших жителів, осіб з інвалідністю I та II груп. Така допомога є важливою підтримкою д...;https://t.me/bilohorodka_official/16107
@bilohorodka_official;2026-09-04 08:33;👐 Реабілітація;🫂 Підтримка людей – важлива частина соціальної роботи Білогородської громади У селі Лука відбулася видача продуктових наборів для мешканців пільгових та вразливих категорій. 🫶 У непростий час така допомога – це турбота, увага й підтримка людей та род...;https://t.me/bilohorodka_official/16010
@bilohorodka_official;2026-09-01 15:14;⚽ Спорт;🏃‍♀️🇺🇦 Бігли не за результатом – бігли, щоб пам’ятати У суботу, 29 серпня, у День пам’яті загиблих Захисників і Захисниць України, у Білогородській громаді відбувся Всеукраїнський патріотичний забіг «Шаную воїнів, біжу за Героїв України». 🏁 Цьогоріч ...;https://t.me/bilohorodka_official/15939
@bilohorodka_official;2026-08-15 09:05;⚽ Спорт;🔹 Гостомельська територіальна громада. Селищна військова адміністрація та Київський обласний відокремлений підрозділ ГО «Всеукраїнське об’єднання “Ветеранський корпус”» [підписали](https://www.facebook.com/hostomel.ukraine/posts/pfbid0YmePvLJmU2kcipa...;https://t.me/bilohorodka_official/15555
@bilohorodka_official;2026-08-12 08:35;⚽ Спорт;🤝 Сильні справи починаються з об’єднання зусиль Білогородська сільська рада уклала меморандум про співпрацю з Благодійною організацією «БФ «СПЛАВ». 💬 Білогородський сільський голова [Антон Овсієнко](https://t.me/anton_ovsiienko) разом із представнико...;https://t.me/bilohorodka_official/15529
@bilohorodka_official;2026-08-09 06:35;👐 Реабілітація;🕯 Знову сум і скорбота охоплюють Білогородську громаду. Завтра, 10 серпня о 10:00, у селі Музичі відбудеться церемонія прощання з відданим Захисником України Дмитром Мироновим. Дмитро – уродженець Рівненщини. Усе своє юнацтво провів там, закінчив шко...;https://t.me/bilohorodka_official/15473
@bilohorodka_official;2026-08-03 12:01;👐 Реабілітація;🕯 Шануємо наших Захисників, які назавжди в історії Білогородської громади Сьогодні, 3 серпня, День пам’яті Героя – Володимира Дереви. Минуло 2 роки відтоді, як під час виконання бойового завдання на Куп’янському напрямі загинув Володимир Дерева – вої...;https://t.me/bilohorodka_official/15370
@bilohorodka_official;2026-07-27 15:26;🏥 Медицина;👩‍⚕️👨‍⚕️ Є люди, до яких ми звертаємося у найрізніші моменти життя – коли хворіє дитина, коли потрібна порада, коли тривожно за рідних або коли важливо просто знати, що поруч є фахівець. Сьогодні вітаємо саме таких людей – [медичних працівників Білог...;https://t.me/bilohorodka_official/15253
@bilohorodka_official;2026-07-27 10:05;👐 Реабілітація;Цих людей ви можете знати з наших дописів 💙💛 Тепер вони – обличчя соціальної інформаційної кампанії [«Втрата кінцівки – не втрата активного життя»](https://bilohorodka-rada.gov.ua/msor-ukraina-16-27-39-01-07-2026/). 🦿 Ольга Бенда – ветеранка, капітан...;https://t.me/bilohorodka_official/15252
@bilohorodka_official;2026-07-21 09:05;👐 Реабілітація;⚽️ Більше, ніж футбол. Більше, ніж турнір. Так, цими вихідними, у Білогородці відбувся Кубок з ампфутболу пам’яті загиблих спортсменів-захисників України [«Bilohorodka Cup-2026»](https://t.me/bilohorodka_official/15087). 🦾 Це були емоції, сила, підтр...;https://t.me/bilohorodka_official/15142
@bilohorodka_official;2026-07-18 17:40;⚽ Спорт | 👐 Реабілітація;⚽️🦾 Сьогодні у Білогородці футбол був значно більшим, ніж просто гра. На полі манежу стадіону «Колос» відбувся Кубок з ампфутболу пам’яті загиблих спортсменів-захисників України[ «Bilohorodka Cup-2026»](https://www.facebook.com/share/p/1DLXszthcH/). ...;https://t.me/bilohorodka_official/15087
@bilohorodka_official;2026-07-17 09:20;🤝 Загальна безбар'єрність;🌿 Запрошуємо туристичний бізнес Білогородської громади долучитися до національної програми «Подорож до себе. Шляхи відновлення» Державне агентство розвитку туризму України продовжує реалізацію національної програми «Подорож до себе. Шляхи відновлення...;https://t.me/bilohorodka_official/15073
@bilohorodka_official;2026-07-08 15:36;🏗️ Інфраструктура;Здоров’я не варто відкладати «на потім». Сьогодні пройшов «Скринінг здоров’я 40+» у нашій Білогородській амбулаторії загальної практики – сімейної медицини. І головне – усі необхідні послуги можна отримати прямо тут, у Білогородській громаді. Важливо...;https://t.me/bilohorodka_official/14949
@bilohorodka_official;2026-07-04 12:05;👐 Реабілітація;🤝 Нові можливості для жінок Білогородської громади Центр надання соціальних послуг Білогородської сільської ради та Центр життєстійкості Білогородської громади розпочали співпрацю з Кар'єрним та бізнес-хабом «ВОНА» — проєктом UNFPA, Фонду ООН у галуз...;https://t.me/bilohorodka_official/14905
@bilohorodka_official;2026-07-01 13:10;👐 Реабілітація;Понад 100 тисяч українців зазнали ампутацій за чотири роки повномасштабної війни Багато хто з них досі не знає, які можливості відкриває сучасне протезування – і де його отримати. Саме тому МСОР Україна та Білогородська громада запустили спільну соці...;https://t.me/bilohorodka_official/14863
@bilohorodka_official;2026-06-24 11:01;⚽ Спорт;🦿🥈 Ветеран війни з Білогородської громади здобув срібло на всеукраїнських змаганнях! 🌊 Цими вихідними, 19-21 червня, в Одесі відбулися Всеукраїнські спортивні ветеранські змагання «НА ХВИЛІ 2.0», які об’єднали ветеранів війни з різних куточків Україн...;https://t.me/bilohorodka_official/14718
@bilohorodka_official;2026-06-20 16:32;⚽ Спорт;💙💛 Сьогодні в Музичах було по-особливому тепло. Не лише через літнє сонце, а через людей, які зібралися разом – ветеранів, їхніх рідних, дітей і всіх, для кого підтримка має справжнє значення. Приємно, що саме Білогородська громада першою на Київщині...;https://t.me/bilohorodka_official/14653
@bilohorodka_official;2026-06-20 06:45;⚽ Спорт;🎣 Спортивна риболовля для ветеранів та їхніх родин у Музичах вже розпочалася! На учасників чекає тепла атмосфера, відпочинок біля озера, риболовля, спілкування, активності для дітей та смачні страви. Чекаємо на всіх – долучайтеся до нашого спільного ...;https://t.me/bilohorodka_official/14642
@bilohorodka_official;2026-06-19 15:01;⚽ Спорт;🎣 Запрошуємо на активний відпочинок для ветеранів Білогородської громади та їхніх родин Білогородська сільська рада запрошує ветеранів війни, діючих та звільнених військовослужбовців, їхні родини, а також родини загиблих Захисників і Захисниць Україн...;https://t.me/bilohorodka_official/14639
@bilohorodka_official;2026-06-16 15:42;⚽ Спорт | 🏥 Медицина;Підтримка ветеранів, військовослужбовців та їхніх родин має бути зрозумілою, доступною і реальною. Саме для цього важливо зустрічатися, говорити напряму і чути одне одного. Сьогодні у Будинку культури села Білогородка відбувся інформаційно-просвітниц...;https://t.me/bilohorodka_official/14588
@bilohorodka_official;2026-06-13 15:06;⚽ Спорт | 🏥 Медицина;🇺🇦 Підтримка ветеранів, військовослужбовців та їхніх родин починається з уваги, діалогу і конкретних можливостей Білогородська сільська рада запрошує на інформаційно-просвітницький захід __«Разом для ветеранів та їх родин: можливості, підтримка, розв...;https://t.me/bilohorodka_official/14565
@bilohorodka_official;2026-06-10 12:06;👐 Реабілітація;⛺️ Запрошуємо дітей та підлітків до участі у «Блогер Кемпі»! 📅 Коли: 23 липня - 1 серпня 📍 Де: Закарпаття ⏳ Тривалість зміни: 10 днів «Блогер Кемп» – це унікальна можливість для дітей не лише відпочити у безпечному середовищі, а й отримати нові знанн...;https://t.me/bilohorodka_official/14509
@bilohorodka_official;2026-06-10 08:01;🤝 Загальна безбар'єрність;💡 Ліцеїсти Білогородської громади долучилися до конференції «Освіта нової України 2.0» у Києві Учні ОЗО «Білогородський ліцей №1» – Ліна Крайчук, Злата Черкес, Андрій Савенков та Кіра Морозюк разом із педагогом Наталією Костюченко взяли участь у масш...;https://t.me/bilohorodka_official/14502
@bilohorodka_official;2026-05-28 12:10;👐 Реабілітація;❤️‍🩹 Вісім родин з Білогородської громади отримають грошову допомогу від Білогородської сільської ради на відновлення власних домогосподарств, що зазнали пошкоджень та руйнувань внаслідок ворожої атаки на Київщину, у неділю 24 травня. Сьогодні, 28 тр...;https://t.me/bilohorodka_official/14267
@bilohorodka_official;2026-05-27 12:37;👐 Реабілітація;♿️ У Білогородській громаді відбувся інформаційно–просвітницький захід у межах Національного тижня безбар’єрності Фахівці Центру життєстійкості та Центру надання соціальних послуг Білогородської громади провели для старшокласників Святопетрівського а...;https://t.me/bilohorodka_official/14241
@bilohorodka_official;2026-05-25 18:01;🏥 Медицина;🇺🇦🇫🇷 Партнерство вимірюється не словами, а кроками й вчинками. Сьогодні до Білогородської громади завітав добрий друг України – мер нашого міста-партнера Bures-sur-Yvette (Франція) Жан-Франсуа Віж’є. До цього ми спілкувалися лише онлайн, а сьогодні в...;https://t.me/bilohorodka_official/14199
@bilohorodka_official;2026-05-20 07:21;👐 Реабілітація;🕯 Ще одна важка і непоправна втрата для Білогородської громади. Завтра, 21 травня о 14:00, у селі Білогородка відбудеться церемонія прощання з відданим Захисником України Дмитром Мовчаном. Дмитро – уродженець міста Києва. Усе своє юнацтво прожив у ст...;https://t.me/bilohorodka_official/14122
@bilohorodka_official;2026-05-15 15:06;🤝 Загальна безбар'єрність;🇺🇦 Українці отримають гроші від держави до Дня Незалежності, – [Кабмін](https://www.kmu.gov.ua/npas/noi-zakonamy-ukrainertvy-natsystskykh-peresliduvan-u-2026-rotsi-i-602?fbclid=IwY2xjawRyuWdleHRuA2FlbQIxMABicmlkETFrSUJSZDBVYTcxV1ZvVkNzc3J0YwZhcHBfaWQ...;https://t.me/bilohorodka_official/14022
@bilohorodka_official;2026-05-15 10:01;👐 Реабілітація;💙 З Днем сім’ї! Сьогодні колектив Центру життєстійкості Білогородської громади щиро вітає всі українські родини зі святом 👨‍👩‍👧‍👦 У найважчі моменти саме сім’я стає нашою опорою, місцем сили, тепла та підтримки. І для нас сім’я – це не лише рідні люд...;https://t.me/bilohorodka_official/14019
@bilohorodka_official;2026-05-13 16:02;👐 Реабілітація;🆘 Друзі, 24-річному Богдану з Білогородки потрібна термінова операція на мозку. Родина має три (!) останні дні, аби зібрати 9000 євро на лікування, яке може врятувати йому життя. До нас звернулася родина Людмили Заволоки – мешканки села Білогородка. ...;https://t.me/bilohorodka_official/13974
@bilohorodka_official;2026-05-12 11:27;🤝 Загальна безбар'єрність;📊 Понад 50 тисяч користувачів уже перевірили свої знання про безбар’єрність за допомогою «Цифрограма із безбар’єрності» на Дія.Освіта, – [Мінрозвитку](https://t.me/MinDevUA/15398). 📝 Тест допомагає оцінити рівень знань у сфері доступності, інклюзивно...;https://t.me/bilohorodka_official/13960
@bilohorodka_official;2026-05-12 08:10;⚽ Спорт;🥉 Маємо ще один привід для гордості за Білогородську громаду! Наш ветеран та фахівець із супроводу ветеранів війни й демобілізованих осіб Михайло Мельник, який працює у [Центрі надання соціальних послуг Білогородської сільської ради](https://www.face...;https://t.me/bilohorodka_official/13956
@bilohorodka_official;2026-05-05 16:06;👐 Реабілітація;🆘 Друзі, 24-річному Богдану з Білогородки потрібна термінова операція на мозку. Родина має лише кілька днів, аби зібрати 9000 євро на лікування, яке може врятувати йому життя. До нас звернулася родина Людмили Заволоки – мешканки села Білогородка. Баг...;https://t.me/bilohorodka_official/13864
@bilohorodka_official;2026-04-30 15:21;👐 Реабілітація;🇺🇦 Підтримка ветеранів та нові можливості для самореалізації – у МСОР Україна відбувся [ветеранський форум](https://www.facebook.com/share/p/1KeGZED5tN/?mibextid=wwXIfr)[,](https://www.facebook.com/share/p/1KeGZED5tN/?mibextid=wwXIfr) присвячений роз...;https://t.me/bilohorodka_official/13804
@bilohorodka_official;2026-04-26 10:05;👐 Реабілітація;Новини громад Київщини 🔹 Фастівська територіальна громада. У педіатричному відділенні Фастівської лікарні за підтримки французьких партнерів [оновлено](https://www.facebook.com/radafastiv/posts/pfbid0GohXYDmv8UX9S3YK7GCuTRwuod7DxdVSxc7A3KH8NXsPokjEBr...;https://t.me/bilohorodka_official/13733
@bilohorodka_official;2026-04-21 07:41;👐 Реабілітація;🦾🇺🇦 Відновлення ветеранів і повернення їх до повноцінного мирного життя – наш ключовий пріоритет сьогодні. Підписав ще один важливий документ – меморандум про співпрацю з [МСОР Україна,](https://www.facebook.com/share/v/1BCGbqVaNC/?mibextid=wwXIfr) м...;https://t.me/bilohorodka_official/13678
@bilohorodka_official;2026-04-20 08:35;🏥 Медицина;🩺 Цими вихідними у Білогородській громаді в селі Лука відбувся виїзний прийом у межах Всеукраїнського благодійного проєкту «Безкоштовні медичні консультації». 🚑 Мобільна команда лікарів продовжує серію виїздів у громаді – це вже сьоме приймання, орга...;https://t.me/bilohorodka_official/13664
@bilohorodka_official;2026-04-10 15:06;👐 Реабілітація;🇺🇦 У Будинку культури села Білогородка відбувся важливий ветеранський форум «СВІЙ ДО СВОГО». Захід об’єднав родини ветеранів, членів Білогородського ДФТГ, діючих військовослужбовців, а також фахівців, які працюють із наслідками війни. 💬 Учасники мали...;https://t.me/bilohorodka_official/13553
@bilohorodka_official;2026-04-06 13:36;🚌 Транспорт;🚌 Увага! Зміни у графіку руху маршрутів всередині громади №1 та №2 Шановні мешканці Білогородської громади! 🚏 Інформуємо, що з 6 квітня 2026 року змінюється розклад руху автобусних маршрутів №1 та №2 всередині громади, – став більш гнучкішим. Просимо...;https://t.me/bilohorodka_official/13476
@bilohorodka_official;2026-04-01 15:16;👐 Реабілітація;🦾🇺🇦 Перші ветерани з Білогородської громади вже на фінальній стадії отримання сучасного протезування. Це означає просту, але дуже важливу річ – вони знову стають на ноги і повертаються до повноцінного життя. Сьогодні ще дві мешканки громади [пройшли ...;https://t.me/bilohorodka_official/13412
@bilohorodka_official;2026-03-25 11:36;👐 Реабілітація;🕯 Знову важка і непоправна втрата для Білогородської громади. Завтра, 26 березня об 11:00 у селі Білогородка відбудеться церемонія прощання з відданим Захисником України Ігорем Федоренком. Ігор – корінний мешканець села Білогородка. Усе своє юнацьке ...;https://t.me/bilohorodka_official/13312
@bilohorodka_official;2026-03-21 11:51;👐 Реабілітація;💙 На Київщині діють 26 Центрів життєстійкості У Київській області працюють 26 спеціальних безбар’єрних просторів, створених у межах Всеукраїнської програми ментального здоров’я «Ти як?». Тут жителі Київщини можуть абсолютно безкоштовно отримати необх...;https://t.me/bilohorodka_official/13263
@bilohorodka_official;2026-03-19 16:21;👐 Реабілітація;🫀 Майже 100 жителів Білогородської громади отримали консультації фахівців Інституту Амосова. Вперше – безпосередньо у громаді. Сьогодні, 19 березня, у КНП «Центр первинної медико-санітарної допомоги» Білогородської сільської ради відбувся перший виїз...;https://t.me/bilohorodka_official/13237
@bilohorodka_official;2026-03-18 13:31;🏗️ Інфраструктура;💥 У класі Захисту України ОЗО «Білогородський академічний ліцей №1» проведено спільні штабні тренування за участю фахівців Бучанського РУ цивільного захисту та превентивної діяльності ГУ ДСНС України у Київській області. 🌊 Під час навчань змодельован...;https://t.me/bilohorodka_official/13223
@bilohorodka_official;2026-03-10 08:20;👐 Реабілітація;🦾🇺🇦 Ще троє ветеранів з Білогородської громади отримають протезування у співпраці з МСОР Україна. Цієї п’ятниці наші ветерани пройшли первинну консультацію у центрі – Олександр Харченко, Юрій Павлюк та Микола Лапань. 🦿 Олександр Харченко – мешканець ...;https://t.me/bilohorodka_official/13073
@bilohorodka_official;2026-03-08 16:31;⚽ Спорт;Новини громад Київщини 🔹 Бучанська територіальна громада. Представники громади [провели](https://www.facebook.com/bucharada.gov.ua/posts/pfbid075AXyacRf2cjaeHpLUnLMwHGnCrRhr5UHNgegDzvTn3vs1W9hCWzmgG96CKqLxobl?locale=ru_RU) зустріч з міжнародним лідер...;https://t.me/bilohorodka_official/13053
@bilohorodka_official;2026-03-06 08:21;👐 Реабілітація;🦿 Два тижні тому — на кріслі. Сьогодні — поверхами вгору, без ліфта «Навіть якщо є 1% на життя — його треба витягувати до 100». Репортаж з центру протезування, де хлопці Білогородської громади повертають не просто ходу — а мрії. Один хоче на Говерлу....;https://t.me/bilohorodka_official/13023
@bilohorodka_official;2026-03-02 11:07;🏥 Медицина;🩺 У Білогородській громаді відбулося [четверте виїзне медичне приймання](https://www.facebook.com/share/p/1BdcgipmTg/) для жителів села Музичі. У суботу, 28 лютого, у приміщенні Будинку культури села Музичі (БК «Муза») мешканці Музичанського старости...;https://t.me/bilohorodka_official/12978
@bilohorodka_official;2026-03-01 08:21;👐 Реабілітація;🇺🇦 10 ветеранів з Білогородської громади отримають можливість безкоштовного протезування завдяки співпраці з МСОР Україна. Перші кроки вже зроблено. У п’ятницю, 26 лютого, відбулася [первинна консультація](https://www.facebook.com/share/p/1AR8FdW1yn/...;https://t.me/bilohorodka_official/12961
@bilohorodka_official;2026-02-26 14:01;👐 Реабілітація;🖋 Понад 9 млн грн – на посилення обороноздатності України. У 2026 році продовжуємо підтримувати сили оборони, безпекові служби та жителів громади. Цього тижня відбулися пленарне засідання позачергової 95-ї сесії та засідання виконавчого комітету Біло...;https://t.me/bilohorodka_official/12943
@bilohorodka_official;2026-02-23 07:16;⚽ Спорт;Впродовж минулої доби (22.02.2026 року), з самого ранку для ліквідації наслідків масованого обстрілу, були задіяні всі служби. Оперативним черговим прийнято 11 звернень про пошкоджене майно. Патрульними Громадського захисту було забезпечено цілодобов...;https://t.me/bilohorodka_official/12887
